Player      1     28    IdleAnim                  1
Tile        16        32    GrassTile4_Static         0
Tile        17        32    GrassTile4_Static         0
Tile        18        32    GrassTile4_Static         0
Tile        19        32    GrassTile4_Static         0
Tile        20        32    GrassTile4_Static         0
Tile        21        32    GrassTile4_Static         0
Tile        22        32    GrassTile4_Static         0
Tile        23        32    GrassTile4_Static         0
Tile        24        32    GrassTile4_Static         0
Tile        25        32    GrassTile4_Static         0
Tile        26        32    GrassTile4_Static         0
Tile        27        32    GrassTile4_Static         0
Tile        28        32    GrassTile4_Static         0
Tile        29        32    GrassTile4_Static         0
Tile        30        32    GrassTile4_Static         0
Tile        1         33    GrassTile4_Static         0
Tile        2         33    GrassTile4_Static         0
Tile        3         33    GrassTile4_Static         0
Tile        4         33    GrassTile4_Static         0
Tile        5         33    GrassTile4_Static         0
Tile        6         33    GrassTile4_Static         0
Tile        7         33    GrassTile4_Static         0
Tile        8         33    GrassTile4_Static         0
Tile        9         33    GrassTile4_Static         0
Tile        10        33    GrassTile4_Static         0
Tile        11        33    GrassTile4_Static         0
Tile        12        33    GrassTile4_Static         0
Tile        13        33    GrassTile4_Static         0
Tile        14        33    GrassTile4_Static         0
Tile        15        33    GrassTile4_Static         0
Tile        16        33    GrassTile4_Static         0
Tile        17        33    GrassTile4_Static         0
Tile        18        33    GrassTile4_Static         0
Tile        19        33    GrassTile4_Static         0
Tile        20        33    GrassTile4_Static         0
Tile        21        33    GrassTile4_Static         0
Tile        22        33    GrassTile4_Static         0
Tile        23        33    GrassTile4_Static         0
Tile        24        33    GrassTile4_Static         0
Tile        25        33    GrassTile4_Static         0
Tile        26        33    GrassTile4_Static         0
Tile        27        33    GrassTile4_Static         0
Tile        28        33    GrassTile4_Static         0
Tile        29        33    GrassTile4_Static         0
Tile        30        33    GrassTile4_Static         0
Tile        1         34    GrassTile4_Static         0
Tile        2         34    GrassTile4_Static         0
Tile        3         34    GrassTile4_Static         0
Tile        4         34    GrassTile4_Static         0
Tile        5         34    GrassTile4_Static         0
Tile        6         34    GrassTile4_Static         0
Tile        7         34    GrassTile4_Static         0
Tile        8         34    GrassTile4_Static         0
Tile        9         34    GrassTile4_Static         0
Tile        10        34    GrassTile4_Static         0
Tile        11        34    GrassTile4_Static         0
Tile        12        34    GrassTile4_Static         0
Tile        13        34    GrassTile4_Static         0
Tile        14        34    GrassTile4_Static         0
Tile        15        34    GrassTile4_Static         0
Tile        16        34    GrassTile4_Static         0
Tile        17        34    GrassTile4_Static         0
Tile        18        34    GrassTile4_Static         0
Tile        19        34    GrassTile4_Static         0
Tile        20        34    GrassTile4_Static         0
Tile        21        34    GrassTile4_Static         0
Tile        22        34    GrassTile4_Static         0
Tile        23        34    GrassTile4_Static         0
Tile        24        34    GrassTile4_Static         0
Tile        25        34    GrassTile4_Static         0
Tile        26        34    GrassTile4_Static         0
Tile        27        34    GrassTile4_Static         0
Tile        28        34    GrassTile4_Static         0
Tile        29        34    GrassTile4_Static         0
Tile        30        34    GrassTile4_Static         0
Tile        1         35    GrassTile4_Static         0
Tile        2         35    GrassTile4_Static         0
Tile        3         35    GrassTile4_Static         0
Tile        4         35    GrassTile4_Static         0
Tile        5         35    GrassTile4_Static         0
Tile        6         35    GrassTile4_Static         0
Tile        7         35    GrassTile4_Static         0
Tile        8         35    GrassTile4_Static         0
Tile        9         35    GrassTile4_Static         0
Tile        10        35    GrassTile4_Static         0
Tile        11        35    GrassTile4_Static         0
Tile        12        35    GrassTile4_Static         0
Tile        13        35    GrassTile4_Static         0
Tile        14        35    GrassTile4_Static         0
Tile        15        35    GrassTile4_Static         0
Tile        16        35    GrassTile4_Static         0
Tile        17        35    GrassTile4_Static         0
Tile        18        35    GrassTile4_Static         0
Tile        19        35    GrassTile4_Static         0
Tile        20        35    GrassTile4_Static         0
Tile        21        35    GrassTile4_Static         0
Tile        22        35    GrassTile4_Static         0
Tile        23        35    GrassTile4_Static         0
Tile        24        35    GrassTile4_Static         0
Tile        25        35    GrassTile4_Static         0
Tile        26        35    GrassTile4_Static         0
Tile        27        35    GrassTile4_Static         0
Tile        28        35    GrassTile4_Static         0
Tile        29        35    GrassTile4_Static         0
Tile        30        35    GrassTile4_Static         0
Tile        1         36    GrassTile4_Static         0
Tile        2         36    GrassTile4_Static         0
Tile        3         36    GrassTile4_Static         0
Tile        4         36    GrassTile4_Static         0
Tile        5         36    GrassTile4_Static         0
Tile        6         36    GrassTile4_Static         0
Tile        7         36    GrassTile4_Static         0
Tile        8         36    GrassTile4_Static         0
Tile        9         36    GrassTile4_Static         0
Tile        10        36    GrassTile4_Static         0
Tile        11        36    GrassTile4_Static         0
Tile        12        36    GrassTile4_Static         0
Tile        13        36    GrassTile4_Static         0
Tile        14        36    GrassTile4_Static         0
Tile        15        36    GrassTile4_Static         0
Tile        16        36    GrassTile4_Static         0
Tile        17        36    GrassTile4_Static         0
Tile        18        36    GrassTile4_Static         0
Tile        19        36    GrassTile4_Static         0
Tile        20        36    GrassTile4_Static         0
Tile        21        36    GrassTile4_Static         0
Tile        22        36    GrassTile4_Static         0
Tile        23        36    GrassTile4_Static         0
Tile        24        36    GrassTile4_Static         0
Tile        25        36    GrassTile4_Static         0
Tile        26        36    GrassTile4_Static         0
Tile        27        36    GrassTile4_Static         0
Tile        28        36    GrassTile4_Static         0
Tile        29        36    GrassTile4_Static         0
Tile        30        36    GrassTile4_Static         0
Tile        1         37    GrassTile4_Static         0
Tile        2         37    GrassTile4_Static         0
Tile        3         37    GrassTile4_Static         0
Tile        4         37    GrassTile4_Static         0
Tile        5         37    GrassTile4_Static         0
Tile        6         37    GrassTile4_Static         0
Tile        7         37    GrassTile4_Static         0
Tile        8         37    GrassTile4_Static         0
Tile        9         37    GrassTile4_Static         0
Tile        10        37    GrassTile4_Static         0
Tile        11        37    GrassTile4_Static         0
Tile        12        37    GrassTile4_Static         0
Tile        13        37    GrassTile4_Static         0
Tile        14        37    GrassTile4_Static         0
Tile        15        37    GrassTile4_Static         0
Tile        16        37    GrassTile4_Static         0
Tile        17        37    GrassTile4_Static         0
Tile        18        37    GrassTile4_Static         0
Tile        19        37    GrassTile4_Static         0
Tile        20        37    GrassTile4_Static         0
Tile        21        37    GrassTile4_Static         0
Tile        22        37    GrassTile4_Static         0
Tile        23        37    GrassTile4_Static         0
Tile        24        37    GrassTile4_Static         0
Tile        25        37    GrassTile4_Static         0
Tile        26        37    GrassTile4_Static         0
Tile        27        37    GrassTile4_Static         0
Tile        28        37    GrassTile4_Static         0
Tile        29        37    GrassTile4_Static         0
Tile        30        37    GrassTile4_Static         0
Tile        1         38    GrassTile4_Static         0
Tile        2         38    GrassTile4_Static         0
Tile        3         38    GrassTile4_Static         0
Tile        4         38    GrassTile4_Static         0
Tile        5         38    GrassTile4_Static         0
Tile        6         38    GrassTile4_Static         0
Tile        7         38    GrassTile4_Static         0
Tile        8         38    GrassTile4_Static         0
Tile        9         38    GrassTile4_Static         0
Tile        10        38    GrassTile4_Static         0
Tile        11        38    GrassTile4_Static         0
Tile        12        38    GrassTile4_Static         0
Tile        13        38    GrassTile4_Static         0
Tile        14        38    GrassTile4_Static         0
Tile        15        38    GrassTile4_Static         0
Tile        16        38    GrassTile4_Static         0
Tile        17        38    GrassTile4_Static         0
Tile        18        38    GrassTile4_Static         0
Tile        19        38    GrassTile4_Static         0
Tile        20        38    GrassTile4_Static         0
Tile        21        38    GrassTile4_Static         0
Tile        22        38    GrassTile4_Static         0
Tile        23        38    GrassTile4_Static         0
Tile        24        38    GrassTile4_Static         0
Tile        25        38    GrassTile4_Static         0
Tile        26        38    GrassTile4_Static         0
Tile        27        38    GrassTile4_Static         0
Tile        28        38    GrassTile4_Static         0
Tile        29        38    GrassTile4_Static         0
Tile        30        38    GrassTile4_Static         0

TileBbox    31        30    GrassTile21_Static        0
TileBbox    31        29    GrassTile14_Static        0
TileBbox    31        29    GrassTile14_Static        0
TileBbox    31        28    GrassTile1_Static         0
TileBbox    32        28    GrassTile2_Static         0
TileBbox    33        28    GrassTile2_Static         0
TileBbox    34        28    GrassTile3_Static         0
TileBbox    34        29    GrassTile15_Static        0
TileBbox    34        30    GrassTile7_Static         0
TileBbox    35        30    GrassTile2_Static         0
TileBbox    36        30    GrassTile2_Static         0
TileBbox    37        30    GrassTile2_Static         0
TileBbox    38        30    GrassTile21_Static        0
TileBbox    38        29    GrassTile14_Static        0
TileBbox    38        28    GrassTile14_Static        0
TileBbox    38        27    GrassTile14_Static        0
TileBbox    38        26    GrassTile14_Static        0
TileBbox    38        25    GrassTile1_Static         0
TileBbox    39        25    GrassTile2_Static         0
TileBbox    40        25    GrassTile2_Static         0
TileBbox    41        25    GrassTile3_Static         0
TileBbox    41        26    GrassTile15_Static        0
TileBbox    41        27    GrassTile15_Static        0
TileBbox    41        28    GrassTile7_Static         0
TileBbox    42        28    GrassTile3_Static         0
TileBbox    42        29    GrassTile15_Static        0
TileBbox    42        30    GrassTile7_Static         0
TileBbox    43        30    GrassTile2_Static         0
TileBbox    44        30    GrassTile2_Static         0
TileBbox    45        30    GrassTile2_Static         0
TileBbox    46        30    GrassTile21_Static        0
TileBbox    46        29    GrassTile14_Static        0
TileBbox    46        28    GrassTile14_Static        0
TileBbox    46        27    GrassTile14_Static        0
TileBbox    46        26    GrassTile14_Static        0
TileBbox    46        25    GrassTile14_Static        0
TileBbox    46        24    GrassTile14_Static        0
TileBbox    46        23    GrassTile1_Static         0
TileBbox    47        23    GrassTile2_Static         0
TileBbox    48        23    GrassTile2_Static         0
TileBbox    49        23    GrassTile2_Static         0
TileBbox    50        23    GrassTile3_Static         0
TileBbox    50        24    GrassTile15_Static        0
TileBbox    50        25    GrassTile15_Static        0
TileBbox    50        26    GrassTile15_Static        0
TileBbox    50        27    GrassTile15_Static        0
TileBbox    50        28    GrassTile15_Static        0
TileBbox    50        29    GrassTile15_Static        0
TileBbox    50        30    GrassTile15_Static        0
TileBbox    50        31    GrassTile7_Static         0
TileBbox    51        31    GrassTile3_Static         0
TileBbox    51        32    GrassTile15_Static        0
TileBbox    51        33    GrassTile15_Static        0
TileBbox    51        34    GrassTile15_Static        0
TileBbox    51        35    GrassTile15_Static        0
TileBbox    51        36    GrassTile15_Static        0
TileBbox    51        37    GrassTile15_Static        0
TileBbox    51        38    GrassTile15_Static        0

TileBbox    63        38    GrassTile14_Static        0
TileBbox    63        37    GrassTile14_Static        0
TileBbox    63        36    GrassTile14_Static        0
TileBbox    63        35    GrassTile14_Static        0
TileBbox    63        34    GrassTile14_Static        0
TileBbox    63        33    GrassTile14_Static        0
TileBbox    63        32    GrassTile14_Static        0
TileBbox    63        31    GrassTile14_Static        0
TileBbox    63        30    GrassTile1_Static         0
TileBbox    64        30    GrassTile21_Static        0
TileBbox    64        29    GrassTile14_Static        0
TileBbox    64        28    GrassTile14_Static        0
TileBbox    64        27    GrassTile14_Static        0
TileBbox    64        26    GrassTile14_Static        0
TileBbox    64        25    GrassTile14_Static        0
TileBbox    64        24    GrassTile14_Static        0
TileBbox    64        23    GrassTile1_Static         0
TileBbox    65        23    GrassTile2_Static         0
TileBbox    66        23    GrassTile2_Static         0
TileBbox    67        23    GrassTile2_Static         0
TileBbox    68        23    GrassTile2_Static         0
TileBbox    69        23    GrassTile3_Static         0
TileBbox    69        24    GrassTile15_Static        0
TileBbox    69        25    GrassTile15_Static        0
TileBbox    69        26    GrassTile15_Static        0
TileBbox    69        27    GrassTile15_Static        0
TileBbox    69        28    GrassTile15_Static        0
TileBbox    69        29    GrassTile15_Static        0
TileBbox    69        30    GrassTile15_Static        0
TileBbox    69        31    GrassTile15_Static        0
TileBbox    69        32    GrassTile15_Static        0
TileBbox    69        33    GrassTile15_Static        0
TileBbox    69        34    GrassTile15_Static        0
TileBbox    69        35    GrassTile15_Static        0
TileBbox    69        36    GrassTile15_Static        0
TileBbox    69        37    GrassTile15_Static        0
TileBbox    69        38    GrassTile15_Static        0


TileBbox    72        38    GrassTile14_Static        0
TileBbox    72        37    GrassTile14_Static        0
TileBbox    72        36    GrassTile14_Static        0
TileBbox    72        35    GrassTile14_Static        0
TileBbox    72        34    GrassTile14_Static        0
TileBbox    72        33    GrassTile14_Static        0
TileBbox    72        32    GrassTile14_Static        0
TileBbox    72        31    GrassTile14_Static        0
TileBbox    72        30    GrassTile14_Static        0
TileBbox    72        29    GrassTile14_Static        0
TileBbox    72        28    GrassTile14_Static        0
TileBbox    72        27    GrassTile14_Static        0
TileBbox    72        26    GrassTile14_Static        0
TileBbox    72        25    GrassTile14_Static        0
TileBbox    72        24    GrassTile14_Static        0
TileBbox    72        23    GrassTile1_Static         0
TileBbox    73        23    GrassTile2_Static         0
TileBbox    74        23    GrassTile2_Static         0
TileBbox    75        23    GrassTile2_Static         0
TileBbox    76        23    GrassTile3_Static         0
TileBbox    76        24    GrassTile15_Static        0
TileBbox    76        25    GrassTile15_Static        0
TileBbox    76        26    GrassTile7_Static         0
TileBbox    77        26    GrassTile2_Static         0
TileBbox    78        26    GrassTile2_Static         0
TileBbox    79        26    GrassTile2_Static         0
TileBbox    80        26    GrassTile21_Static        0
TileBbox    80        25    GrassTile14_Static        0
TileBbox    80        24    GrassTile14_Static        0
TileBbox    80        23    GrassTile14_Static        0
TileBbox    80        22    GrassTile14_Static        0
TileBbox    80        21    GrassTile14_Static        0
TileBbox    80        20    GrassTile14_Static        0
TileBbox    80        19    GrassTile14_Static        0
TileBbox    80        18    GrassTile14_Static        0
TileBbox    80        17    GrassTile1_Static         0
TileBbox    81        17    GrassTile2_Static         0
TileBbox    82        17    GrassTile2_Static         0
TileBbox    83        17    GrassTile2_Static         0
TileBbox    84        17    GrassTile2_Static         0
TileBbox    85        17    GrassTile2_Static         0
TileBbox    86        17    GrassTile2_Static         0
TileBbox    87        17    GrassTile2_Static         0
TileBbox    88        17    GrassTile2_Static         0
TileBbox    89        17    GrassTile2_Static         0
SlideRBbox  90        17    GrassTile_74_Static        0
SlideRBbox  91        18    GrassTile_74_Static        0
SlideRBbox  92        19    GrassTile_74_Static        0
SlideRBbox  93        20    GrassTile_74_Static        0
SlideRBbox  94        21    GrassTile_74_Static        0
SlideRBbox  95        22    GrassTile_74_Static        0
SlideRBbox  96        23    GrassTile_74_Static        0
SlideRBbox  97        24    GrassTile_74_Static        0
SlideRBbox  98        25    GrassTile_74_Static        0
SlideRBbox  99        26    GrassTile_74_Static        0
TileBbox    100       27    GrassTile2_Static         0
TileBbox    101       27    GrassTile2_Static         0
TileBbox    102       27    GrassTile2_Static         0
TileBbox    103       27    GrassTile2_Static         0
TileBbox    104       27    GrassTile2_Static         0
TileBbox    105       27    GrassTile2_Static         0
TileBbox    106       27    GrassTile2_Static         0
TileBbox    107       27    GrassTile2_Static         0
TileBbox    108       27    GrassTile2_Static         0
TileBbox    109       27    GrassTile2_Static         0
TileBbox    110       27    GrassTile2_Static         0
TileBbox    111       27    GrassTile2_Static         0
TileBbox    112       27    GrassTile2_Static         0
TileBbox    113       27    GrassTile2_Static         0
TileBbox    114       27    GrassTile2_Static         0
TileBbox    115       27    GrassTile2_Static         0
TileBbox    116       27    GrassTile2_Static         0
TileBbox    117       27    GrassTile2_Static         0
TileBbox    118       27    GrassTile2_Static         0
TileBbox    119       27    GrassTile2_Static         0
TileBbox    120       27    GrassTile2_Static         0
TileBbox    121       27    GrassTile2_Static         0



BridgeSection
Bridge      51.5      22.5  Bridge_1_Static           0
Bridge      55.2      22.5  Bridge_1_Static           0
Bridge      58.9      22.5  Bridge_1_Static           0
Bridge      62.6      22.5  Bridge_1_Static           0
Bridge      70.5      22.5  Bridge_1_Static           0


LaderSection
Ladder      74.9      22    Ladder_3_Static           0
Ladder      74.9      21    Ladder_3_Static           0
Ladder      74.9      20    Ladder_3_Static           0
Ladder      74.9      19    Ladder_3_Static           0
Ladder      74.9      18    Ladder_3_Static           0
Ladder      75        17    Ladder_1_Static           0

SmallPlatformSection
SmallPlatform   76    16.63 SmallPlatform_17_Static   0
SmallPlatform   77    16.63 SmallPlatform_17_Static   0
SmallPlatform   78    16.63 SmallPlatform_17_Static   0
SmallPlatform   79    16.63 SmallPlatform_18_Static   0
SmallPlatform   79.3  17    SmallPlatform_14_Static   0



ParalaxSection
Background  16.5  11.5  ParalaxLayer_1_Static     0

Background  16.5  10.5  ParalaxLayer_2_Static     0

Background  16.5  14.5  ParalaxLayer_3_Static     0

Background  16.5  14.5  ParalaxLayer_4.1_Static   0

Background  5     15.5  ParalaxLayer_5.2_Static   0
Background  16    17.5  ParalaxLayer_5.2_Static   0
Background  30    17    ParalaxLayer_5.1_Static   0

Background  6     22    ParalaxLayer_6.11_Static  0
Background  13    19    ParalaxLayer_6.1_Static   0
Background  5     27.5  ParalaxLayer_6.16_Static  0
Background  21.5  27    ParalaxLayer_6.16_Static  0
Background  17    24    ParalaxLayer_6.16_Static  0
Background  22.7  22    ParalaxLayer_6.11_Static  0
Background  14    27    ParalaxLayer_6.10_Static  0


End
